line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
1,209185.628142,1,10,1448,44888,192.168.88.253,33380,445,,loss_recovery,
2,209185.628344,2,5,4344,50680,192.168.88.253,33380,187,,congestion_avoidance,
3,209185.629501,16,10,57920,108600,192.168.88.253,33380,168,,loss_recovery,
4,209185.629743,18,5,63712,118736,192.168.88.253,33380,193,,congestion_avoidance,
5,209185.630676,33,10,114392,176656,192.168.88.253,33380,197,,loss_recovery,
6,209185.630878,37,5,124528,186792,192.168.88.253,33380,144,,congestion_avoidance,
7,209185.631786,55,10,175208,244712,192.168.88.253,33380,167,,loss_recovery,
8,209185.631926,58,5,183896,251952,192.168.88.253,33380,104,,congestion_avoidance,
9,209185.632781,77,10,236024,312768,192.168.88.253,33380,172,,loss_recovery,
10,209185.632948,81,5,246160,322904,192.168.88.253,33380,120,,congestion_avoidance,
11,209185.633710,100,10,296840,380824,192.168.88.253,33380,135,,loss_recovery,
12,209185.633928,104,5,306976,390960,192.168.88.253,33380,157,,congestion_avoidance,
13,209185.634688,122,10,357656,456120,192.168.88.253,33380,171,,loss_recovery,
14,209185.634879,126,5,367792,466256,192.168.88.253,33380,119,,congestion_avoidance,
15,209185.635637,146,10,421368,538656,192.168.88.253,33380,155,,loss_recovery,
16,209185.635918,149,5,428608,548792,192.168.88.253,33380,141,,congestion_avoidance,
17,209185.636805,171,10,489424,616848,192.168.88.253,33380,156,,loss_recovery,
18,209185.636976,175,5,499560,626984,192.168.88.253,33380,134,,congestion_avoidance,
19,209185.637753,194,10,550240,684904,192.168.88.253,33380,177,,loss_recovery,
20,209185.637929,198,5,560376,695040,192.168.88.253,33380,138,,congestion_avoidance,
21,209185.638010,200,6,564720,702280,192.168.88.253,33380,132,,congestion_avoidance,
22,209185.638775,217,10,611056,760200,192.168.88.253,33380,148,,loss_recovery,
23,209185.638936,220,5,621192,770336,192.168.88.253,33380,112,,congestion_avoidance,
24,209185.639704,239,10,671872,842736,192.168.88.253,33380,168,,loss_recovery,
25,209185.639869,243,5,682008,852872,192.168.88.253,33380,130,,congestion_avoidance,
26,209185.640631,262,10,732688,910792,192.168.88.253,33380,188,,loss_recovery,
27,209185.640802,266,5,742824,920928,192.168.88.253,33380,137,,congestion_avoidance,
28,209185.641673,290,10,803640,988984,192.168.88.253,33380,161,,loss_recovery,
29,209185.641844,294,5,813776,999120,192.168.88.253,33380,134,,congestion_avoidance,
30,209185.642091,300,7,828256,1017944,192.168.88.253,33380,138,,congestion_avoidance,
31,209185.642730,317,11,877488,1067176,192.168.88.253,33380,121,,loss_recovery,
32,209185.642900,320,5,884728,1077312,192.168.88.253,33380,119,,congestion_avoidance,
33,209185.643642,340,10,935408,1135232,192.168.88.253,33380,140,,loss_recovery,
34,209185.643855,344,5,945544,1145368,192.168.88.253,33380,126,,congestion_avoidance,
35,209185.644598,363,10,996224,1225008,192.168.88.253,33380,154,,loss_recovery,
36,209185.644764,366,5,1006360,1235144,192.168.88.253,33380,117,,congestion_avoidance,
37,209185.645481,385,10,1055592,1293064,192.168.88.253,33380,145,,loss_recovery,
38,209185.645651,389,5,1067176,1303200,192.168.88.253,33380,116,,congestion_avoidance,
39,209185.646130,400,8,1094688,1333608,192.168.88.253,33380,126,,congestion_avoidance,
40,209185.646429,409,10,1117856,1361120,192.168.88.253,33380,162,,loss_recovery,
41,209185.646591,413,5,1127992,1371256,192.168.88.253,33380,128,,congestion_avoidance,
42,209185.647379,437,10,1188808,1439312,192.168.88.253,33380,144,,loss_recovery,
43,209185.647549,441,5,1198944,1449448,192.168.88.253,33380,135,,congestion_avoidance,
44,209185.648250,460,10,1249624,1507368,192.168.88.253,33380,133,,loss_recovery,
45,209185.648405,464,5,1259760,1517504,192.168.88.253,33380,115,,congestion_avoidance,
46,209185.649197,482,10,1310440,1575424,192.168.88.253,33380,160,,loss_recovery,
47,209185.649368,486,5,1320576,1585560,192.168.88.253,33380,135,,congestion_avoidance,
48,209185.649873,500,9,1355328,1626104,192.168.88.253,33380,147,,congestion_avoidance,
49,209185.650072,506,10,1371256,1643480,192.168.88.253,33380,167,,loss_recovery,
50,209185.650240,510,5,1381392,1653616,192.168.88.253,33380,137,,congestion_avoidance,
51,209185.650987,529,10,1432072,1711536,192.168.88.253,33380,179,,loss_recovery,
52,209185.651155,533,5,1442208,1721672,192.168.88.253,33380,133,,congestion_avoidance,
53,209185.651907,551,10,1492888,1779592,192.168.88.253,33380,164,,loss_recovery,
54,209185.652064,555,5,1503024,1789728,192.168.88.253,33380,110,,congestion_avoidance,
55,209185.652844,574,10,1553704,1847648,192.168.88.253,33380,142,,loss_recovery,
