[473493.501389] TCP: my_cca: seq=1 cwnd=10 rtt=558 bytes_acked=7240 bytes_sent=14480 phase=slow_start Destination: 192.168.88.253:42474
[473493.504568] TCP: my_cca: seq=100 cwnd=17 rtt=222 bytes_acked=289600 bytes_sent=304080 phase=slow_start Destination: 192.168.88.253:42474
[473493.508310] TCP: my_cca: seq=200 cwnd=17 rtt=270 bytes_acked=622640 bytes_sent=640016 phase=slow_start Destination: 192.168.88.253:42474
[473493.511541] TCP: my_cca: seq=300 cwnd=17 rtt=207 bytes_acked=910792 bytes_sent=928168 phase=slow_start Destination: 192.168.88.253:42474
[473493.514714] TCP: my_cca: seq=400 cwnd=17 rtt=203 bytes_acked=1198944 bytes_sent=1220664 phase=slow_start Destination: 192.168.88.253:42474
[473493.518031] TCP: my_cca: seq=500 cwnd=17 rtt=185 bytes_acked=1492888 bytes_sent=1511712 phase=slow_start Destination: 192.168.88.253:42474
[473493.521381] TCP: my_cca: seq=600 cwnd=17 rtt=286 bytes_acked=1791176 bytes_sent=1810000 phase=slow_start Destination: 192.168.88.253:42474
[473493.524725] TCP: my_cca: seq=700 cwnd=17 rtt=251 bytes_acked=2090912 bytes_sent=2112632 phase=slow_start Destination: 192.168.88.253:42474
[473493.527926] TCP: my_cca: seq=800 cwnd=17 rtt=239 bytes_acked=2379064 bytes_sent=2393544 phase=slow_start Destination: 192.168.88.253:42474
[473493.531216] TCP: my_cca: seq=900 cwnd=17 rtt=193 bytes_acked=2674456 bytes_sent=2688936 phase=slow_start Destination: 192.168.88.253:42474
[473493.534466] TCP: my_cca: seq=1000 cwnd=17 rtt=259 bytes_acked=2964056 bytes_sent=2984328 phase=slow_start Destination: 192.168.88.253:42474
[473493.537768] TCP: my_cca: seq=1100 cwnd=17 rtt=205 bytes_acked=3258000 bytes_sent=3275376 phase=slow_start Destination: 192.168.88.253:42474
[473493.540996] TCP: my_cca: seq=1200 cwnd=17 rtt=210 bytes_acked=3547600 bytes_sent=3566424 phase=slow_start Destination: 192.168.88.253:42474
[473493.544148] TCP: my_cca: seq=1300 cwnd=17 rtt=275 bytes_acked=3832856 bytes_sent=3851680 phase=slow_start Destination: 192.168.88.253:42474
[473493.547433] TCP: my_cca: seq=1400 cwnd=17 rtt=230 bytes_acked=4123904 bytes_sent=4138384 phase=slow_start Destination: 192.168.88.253:42474
[473493.550623] TCP: my_cca: seq=1500 cwnd=17 rtt=244 bytes_acked=4410608 bytes_sent=4429432 phase=slow_start Destination: 192.168.88.253:42474
[473493.553915] TCP: my_cca: seq=1600 cwnd=17 rtt=243 bytes_acked=4706000 bytes_sent=4721928 phase=slow_start Destination: 192.168.88.253:42474
[473493.557172] TCP: my_cca: seq=1700 cwnd=17 rtt=247 bytes_acked=4998496 bytes_sent=5020216 phase=slow_start Destination: 192.168.88.253:42474
[473493.560292] TCP: my_cca: seq=1800 cwnd=17 rtt=230 bytes_acked=5277960 bytes_sent=5292440 phase=slow_start Destination: 192.168.88.253:42474
[473493.563475] TCP: my_cca: seq=1900 cwnd=17 rtt=268 bytes_acked=5564664 bytes_sent=5582040 phase=slow_start Destination: 192.168.88.253:42474
[473493.566708] TCP: my_cca: seq=2000 cwnd=17 rtt=212 bytes_acked=5852816 bytes_sent=5873088 phase=slow_start Destination: 192.168.88.253:42474
[473493.570247] TCP: my_cca: seq=2100 cwnd=17 rtt=401 bytes_acked=6154000 bytes_sent=6174272 phase=slow_start Destination: 192.168.88.253:42474
[473493.573912] TCP: my_cca: seq=2200 cwnd=17 rtt=313 bytes_acked=6485592 bytes_sent=6505864 phase=slow_start Destination: 192.168.88.253:42474
[473493.577118] TCP: my_cca: seq=2300 cwnd=17 rtt=246 bytes_acked=6776640 bytes_sent=6796912 phase=slow_start Destination: 192.168.88.253:42474
[473493.580780] TCP: my_cca: seq=2400 cwnd=17 rtt=230 bytes_acked=7093752 bytes_sent=7115472 phase=slow_start Destination: 192.168.88.253:42474
[473493.583883] TCP: my_cca: seq=2500 cwnd=17 rtt=265 bytes_acked=7373216 bytes_sent=7390592 phase=slow_start Destination: 192.168.88.253:42474
[473493.587143] TCP: my_cca: seq=2600 cwnd=17 rtt=240 bytes_acked=7662816 bytes_sent=7678744 phase=slow_start Destination: 192.168.88.253:42474
[473493.590450] TCP: my_cca: seq=2700 cwnd=17 rtt=266 bytes_acked=7959656 bytes_sent=7978480 phase=slow_start Destination: 192.168.88.253:42474
[473493.593677] TCP: my_cca: seq=2800 cwnd=17 rtt=249 bytes_acked=8246360 bytes_sent=8266632 phase=slow_start Destination: 192.168.88.253:42474
[473493.596805] TCP: my_cca: seq=2900 cwnd=17 rtt=238 bytes_acked=8528720 bytes_sent=8550440 phase=slow_start Destination: 192.168.88.253:42474
[473493.600097] TCP: my_cca: seq=3000 cwnd=17 rtt=243 bytes_acked=8819768 bytes_sent=8841488 phase=slow_start Destination: 192.168.88.253:42474
[473493.603486] TCP: my_cca: seq=3100 cwnd=17 rtt=211 bytes_acked=9125296 bytes_sent=9142672 phase=slow_start Destination: 192.168.88.253:42474
[473493.606778] TCP: my_cca: seq=3200 cwnd=17 rtt=247 bytes_acked=9422136 bytes_sent=9443856 phase=slow_start Destination: 192.168.88.253:42474
[473493.610082] TCP: my_cca: seq=3300 cwnd=17 rtt=235 bytes_acked=9714632 bytes_sent=9730560 phase=slow_start Destination: 192.168.88.253:42474
[473493.613314] TCP: my_cca: seq=3400 cwnd=17 rtt=218 bytes_acked=10002784 bytes_sent=10023056 phase=slow_start Destination: 192.168.88.253:42474
[473493.616571] TCP: my_cca: seq=3500 cwnd=17 rtt=218 bytes_acked=10293832 bytes_sent=10312656 phase=slow_start Destination: 192.168.88.253:42474
[473493.619803] TCP: my_cca: seq=3600 cwnd=17 rtt=233 bytes_acked=10586328 bytes_sent=10602256 phase=slow_start Destination: 192.168.88.253:42474
[473493.737563] TCP: my_cca: seq=7200 cwnd=17 rtt=196 bytes_acked=21071296 bytes_sent=21084328 phase=slow_start Destination: 192.168.88.253:42474
[473493.740741] TCP: my_cca: seq=7300 cwnd=17 rtt=228 bytes_acked=21350760 bytes_sent=21372480 phase=slow_start Destination: 192.168.88.253:42474
[473493.744018] TCP: my_cca: seq=7400 cwnd=17 rtt=197 bytes_acked=21641808 bytes_sent=21663528 phase=slow_start Destination: 192.168.88.253:42474
[473493.747345] TCP: my_cca: seq=7500 cwnd=17 rtt=245 bytes_acked=21937200 bytes_sent=21958920 phase=slow_start Destination: 192.168.88.253:42474
[473493.750489] TCP: my_cca: seq=7600 cwnd=17 rtt=190 bytes_acked=22223904 bytes_sent=22242728 phase=slow_start Destination: 192.168.88.253:42474
[473493.753868] TCP: my_cca: seq=7700 cwnd=17 rtt=233 bytes_acked=22523640 bytes_sent=22545360 phase=slow_start Destination: 192.168.88.253:42474
[473493.757076] TCP: my_cca: seq=7800 cwnd=17 rtt=252 bytes_acked=22811792 bytes_sent=22830616 phase=slow_start Destination: 192.168.88.253:42474
[473493.760407] TCP: my_cca: seq=7900 cwnd=17 rtt=240 bytes_acked=23108632 bytes_sent=23124560 phase=slow_start Destination: 192.168.88.253:42474
[473493.763523] TCP: my_cca: seq=8000 cwnd=17 rtt=202 bytes_acked=23389544 bytes_sent=23411264 phase=slow_start Destination: 192.168.88.253:42474
[473493.766822] TCP: my_cca: seq=8100 cwnd=17 rtt=248 bytes_acked=23683488 bytes_sent=23705208 phase=slow_start Destination: 192.168.88.253:42474
[473493.769953] TCP: my_cca: seq=8200 cwnd=17 rtt=277 bytes_acked=23964400 bytes_sent=23983224 phase=slow_start Destination: 192.168.88.253:42474
[473493.773178] TCP: my_cca: seq=8300 cwnd=17 rtt=270 bytes_acked=24254000 bytes_sent=24272824 phase=slow_start Destination: 192.168.88.253:42474
[473493.776431] TCP: my_cca: seq=8400 cwnd=17 rtt=210 bytes_acked=24540704 bytes_sent=24556632 phase=slow_start Destination: 192.168.88.253:42474
[473493.779947] TCP: my_cca: seq=8500 cwnd=17 rtt=195 bytes_acked=24856368 bytes_sent=24878088 phase=slow_start Destination: 192.168.88.253:42474
[473493.783398] TCP: my_cca: seq=8600 cwnd=17 rtt=303 bytes_acked=25166240 bytes_sent=25183616 phase=slow_start Destination: 192.168.88.253:42474
[473493.786644] TCP: my_cca: seq=8700 cwnd=17 rtt=254 bytes_acked=25457288 bytes_sent=25476112 phase=slow_start Destination: 192.168.88.253:42474
[473493.790476] TCP: my_cca: seq=8800 cwnd=17 rtt=216 bytes_acked=25790328 bytes_sent=25812048 phase=slow_start Destination: 192.168.88.253:42474
[473493.798627] TCP: my_cca: seq=8900 cwnd=17 rtt=217 bytes_acked=26198664 bytes_sent=26214400 phase=slow_start Destination: 192.168.88.253:42474
[473493.803255] TCP: my_cca: seq=9000 cwnd=17 rtt=238 bytes_acked=26614048 bytes_sent=26635768 phase=slow_start Destination: 192.168.88.253:42474
[473493.806963] TCP: my_cca: seq=9100 cwnd=17 rtt=181 bytes_acked=26948536 bytes_sent=26970256 phase=slow_start Destination: 192.168.88.253:42474
[473493.810729] TCP: my_cca: seq=9200 cwnd=17 rtt=212 bytes_acked=27284472 bytes_sent=27300400 phase=slow_start Destination: 192.168.88.253:42474
[473493.814481] TCP: my_cca: seq=9300 cwnd=17 rtt=240 bytes_acked=27620408 bytes_sent=27642128 phase=slow_start Destination: 192.168.88.253:42474
[473493.818246] TCP: my_cca: seq=9400 cwnd=17 rtt=217 bytes_acked=27953448 bytes_sent=27975168 phase=slow_start Destination: 192.168.88.253:42474
[473493.821850] TCP: my_cca: seq=9500 cwnd=17 rtt=274 bytes_acked=28277800 bytes_sent=28295176 phase=slow_start Destination: 192.168.88.253:42474
[473493.825524] TCP: my_cca: seq=9600 cwnd=17 rtt=260 bytes_acked=28606496 bytes_sent=28628216 phase=slow_start Destination: 192.168.88.253:42474
[473493.829351] TCP: my_cca: seq=9700 cwnd=17 rtt=276 bytes_acked=28946776 bytes_sent=28962704 phase=slow_start Destination: 192.168.88.253:42474
[473493.833180] TCP: my_cca: seq=9800 cwnd=17 rtt=251 bytes_acked=29291400 bytes_sent=29311672 phase=slow_start Destination: 192.168.88.253:42474
[473493.836903] TCP: my_cca: seq=9900 cwnd=17 rtt=277 bytes_acked=29624440 bytes_sent=29644712 phase=slow_start Destination: 192.168.88.253:42474
[473493.840799] TCP: my_cca: seq=10000 cwnd=17 rtt=231 bytes_acked=29973408 bytes_sent=29995128 phase=slow_start Destination: 192.168.88.253:42474
[473493.844422] TCP: my_cca: seq=10100 cwnd=17 rtt=262 bytes_acked=30296312 bytes_sent=30316584 phase=slow_start Destination: 192.168.88.253:42474
[473493.848785] TCP: my_cca: seq=10200 cwnd=17 rtt=253 bytes_acked=30672792 bytes_sent=30694512 phase=slow_start Destination: 192.168.88.253:42474
[473493.853192] TCP: my_cca: seq=10300 cwnd=17 rtt=240 bytes_acked=31056512 bytes_sent=31072440 phase=slow_start Destination: 192.168.88.253:42474
[473493.857303] TCP: my_cca: seq=10400 cwnd=17 rtt=210 bytes_acked=31418512 bytes_sent=31437336 phase=slow_start Destination: 192.168.88.253:42474
