[261429.189068] TCP: my_cca: seq=366285 cwnd=3 rtt=414 bytes_acked=1073741830 bytes_sent=1235065554 phase=congestion_avoidance Destination: 192.168.88.253:45914
[261457.072225] TCP: my_cca: seq=1 cwnd=10 rtt=493 bytes_acked=5792 bytes_sent=14480 phase=slow_start Destination: 192.168.88.253:58714
[261457.072431] TCP: my_cca: seq=3 cwnd=5 rtt=192 bytes_acked=5792 bytes_sent=20272 phase=fast_retransmit Destination: 192.168.88.253:58714
[261457.072805] TCP: my_cca: seq=8 cwnd=4 rtt=127 bytes_acked=27512 bytes_sent=31856 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.074027] TCP: my_cca: seq=21 cwnd=7 rtt=272 bytes_acked=65160 bytes_sent=72400 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.074258] TCP: my_cca: seq=23 cwnd=3 rtt=134 bytes_acked=69504 bytes_sent=79640 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.074897] TCP: my_cca: seq=32 cwnd=6 rtt=217 bytes_acked=91224 bytes_sent=102808 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.075093] TCP: my_cca: seq=34 cwnd=3 rtt=120 bytes_acked=95568 bytes_sent=110048 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.075605] TCP: my_cca: seq=44 cwnd=6 rtt=203 bytes_acked=112944 bytes_sent=131768 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.075851] TCP: my_cca: seq=48 cwnd=3 rtt=81 bytes_acked=120184 bytes_sent=136112 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.076475] TCP: my_cca: seq=61 cwnd=6 rtt=202 bytes_acked=139008 bytes_sent=160728 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.076748] TCP: my_cca: seq=65 cwnd=3 rtt=93 bytes_acked=146248 bytes_sent=165072 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.077403] TCP: my_cca: seq=79 cwnd=6 rtt=195 bytes_acked=166520 bytes_sent=191136 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.077648] TCP: my_cca: seq=83 cwnd=3 rtt=88 bytes_acked=173760 bytes_sent=195480 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.078502] TCP: my_cca: seq=100 cwnd=7 rtt=286 bytes_acked=198376 bytes_sent=231680 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.078704] TCP: my_cca: seq=105 cwnd=3 rtt=108 bytes_acked=205616 bytes_sent=237472 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.079623] TCP: my_cca: seq=122 cwnd=7 rtt=342 bytes_acked=231680 bytes_sent=267880 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.079897] TCP: my_cca: seq=125 cwnd=3 rtt=105 bytes_acked=240368 bytes_sent=275120 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.080743] TCP: my_cca: seq=134 cwnd=6 rtt=244 bytes_acked=264984 bytes_sent=302632 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.080999] TCP: my_cca: seq=137 cwnd=3 rtt=109 bytes_acked=272224 bytes_sent=309872 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.081616] TCP: my_cca: seq=144 cwnd=6 rtt=239 bytes_acked=291048 bytes_sent=333040 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.081861] TCP: my_cca: seq=147 cwnd=3 rtt=106 bytes_acked=298288 bytes_sent=340280 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.082484] TCP: my_cca: seq=154 cwnd=6 rtt=239 bytes_acked=317112 bytes_sent=363448 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.082719] TCP: my_cca: seq=157 cwnd=3 rtt=104 bytes_acked=324352 bytes_sent=370688 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.083360] TCP: my_cca: seq=164 cwnd=6 rtt=243 bytes_acked=343176 bytes_sent=392408 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.083601] TCP: my_cca: seq=167 cwnd=3 rtt=102 bytes_acked=350416 bytes_sent=399648 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.084230] TCP: my_cca: seq=174 cwnd=6 rtt=243 bytes_acked=369240 bytes_sent=422816 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.084465] TCP: my_cca: seq=177 cwnd=3 rtt=103 bytes_acked=376480 bytes_sent=430056 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.085103] TCP: my_cca: seq=184 cwnd=6 rtt=242 bytes_acked=395304 bytes_sent=453224 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.085353] TCP: my_cca: seq=187 cwnd=3 rtt=106 bytes_acked=402544 bytes_sent=460464 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.085971] TCP: my_cca: seq=194 cwnd=6 rtt=241 bytes_acked=421368 bytes_sent=482184 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.086212] TCP: my_cca: seq=197 cwnd=3 rtt=108 bytes_acked=428608 bytes_sent=489424 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.086444] TCP: my_cca: seq=200 cwnd=5 rtt=118 bytes_acked=435848 bytes_sent=498112 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.086844] TCP: my_cca: seq=204 cwnd=6 rtt=236 bytes_acked=447432 bytes_sent=512592 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.087095] TCP: my_cca: seq=207 cwnd=3 rtt=107 bytes_acked=454672 bytes_sent=519832 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.087721] TCP: my_cca: seq=214 cwnd=6 rtt=242 bytes_acked=473496 bytes_sent=543000 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.087967] TCP: my_cca: seq=217 cwnd=3 rtt=107 bytes_acked=480736 bytes_sent=550240 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.088609] TCP: my_cca: seq=224 cwnd=6 rtt=261 bytes_acked=499560 bytes_sent=571960 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.088861] TCP: my_cca: seq=227 cwnd=3 rtt=110 bytes_acked=506800 bytes_sent=579200 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.089406] TCP: my_cca: seq=234 cwnd=6 rtt=172 bytes_acked=524176 bytes_sent=602368 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.089750] TCP: my_cca: seq=238 cwnd=3 rtt=105 bytes_acked=534312 bytes_sent=609608 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.090432] TCP: my_cca: seq=245 cwnd=6 rtt=267 bytes_acked=554584 bytes_sent=632776 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.090670] TCP: my_cca: seq=247 cwnd=3 rtt=104 bytes_acked=560376 bytes_sent=640016 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.091254] TCP: my_cca: seq=254 cwnd=6 rtt=227 bytes_acked=579200 bytes_sent=661736 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.091485] TCP: my_cca: seq=257 cwnd=3 rtt=103 bytes_acked=586440 bytes_sent=668976 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.092130] TCP: my_cca: seq=264 cwnd=6 rtt=246 bytes_acked=605264 bytes_sent=692144 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.092371] TCP: my_cca: seq=267 cwnd=3 rtt=102 bytes_acked=612504 bytes_sent=699384 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.093003] TCP: my_cca: seq=274 cwnd=6 rtt=244 bytes_acked=631328 bytes_sent=722552 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.093254] TCP: my_cca: seq=277 cwnd=3 rtt=108 bytes_acked=638568 bytes_sent=729792 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.093869] TCP: my_cca: seq=284 cwnd=6 rtt=241 bytes_acked=657392 bytes_sent=751512 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.094106] TCP: my_cca: seq=287 cwnd=3 rtt=105 bytes_acked=664632 bytes_sent=758752 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.094740] TCP: my_cca: seq=294 cwnd=6 rtt=243 bytes_acked=683456 bytes_sent=781920 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.094984] TCP: my_cca: seq=297 cwnd=3 rtt=108 bytes_acked=690696 bytes_sent=789160 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.095217] TCP: my_cca: seq=300 cwnd=5 rtt=119 bytes_acked=697936 bytes_sent=797848 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.095616] TCP: my_cca: seq=304 cwnd=6 rtt=238 bytes_acked=709520 bytes_sent=812328 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.095853] TCP: my_cca: seq=307 cwnd=3 rtt=104 bytes_acked=716760 bytes_sent=819568 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.096484] TCP: my_cca: seq=314 cwnd=6 rtt=235 bytes_acked=735584 bytes_sent=841288 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.096741] TCP: my_cca: seq=317 cwnd=3 rtt=105 bytes_acked=742824 bytes_sent=848528 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.097363] TCP: my_cca: seq=324 cwnd=6 rtt=241 bytes_acked=761648 bytes_sent=871696 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.097601] TCP: my_cca: seq=327 cwnd=3 rtt=103 bytes_acked=768888 bytes_sent=878936 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.098235] TCP: my_cca: seq=334 cwnd=6 rtt=242 bytes_acked=787712 bytes_sent=902104 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.098472] TCP: my_cca: seq=337 cwnd=3 rtt=104 bytes_acked=794952 bytes_sent=909344 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.099107] TCP: my_cca: seq=344 cwnd=6 rtt=242 bytes_acked=813776 bytes_sent=931064 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.099344] TCP: my_cca: seq=347 cwnd=3 rtt=104 bytes_acked=821016 bytes_sent=938304 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.099977] TCP: my_cca: seq=354 cwnd=6 rtt=239 bytes_acked=839840 bytes_sent=961472 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.100217] TCP: my_cca: seq=357 cwnd=3 rtt=106 bytes_acked=847080 bytes_sent=968712 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.100848] TCP: my_cca: seq=364 cwnd=6 rtt=220 bytes_acked=865904 bytes_sent=991880 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.101091] TCP: my_cca: seq=367 cwnd=3 rtt=107 bytes_acked=873144 bytes_sent=999120 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.101718] TCP: my_cca: seq=374 cwnd=6 rtt=236 bytes_acked=891968 bytes_sent=1020840 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.101954] TCP: my_cca: seq=377 cwnd=3 rtt=104 bytes_acked=899208 bytes_sent=1028080 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.102596] TCP: my_cca: seq=384 cwnd=6 rtt=242 bytes_acked=918032 bytes_sent=1051248 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.102831] TCP: my_cca: seq=387 cwnd=3 rtt=102 bytes_acked=925272 bytes_sent=1058488 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.103464] TCP: my_cca: seq=394 cwnd=6 rtt=239 bytes_acked=944096 bytes_sent=1081656 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.103700] TCP: my_cca: seq=397 cwnd=3 rtt=104 bytes_acked=951336 bytes_sent=1088896 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.103939] TCP: my_cca: seq=400 cwnd=5 rtt=121 bytes_acked=958576 bytes_sent=1097584 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.104338] TCP: my_cca: seq=404 cwnd=6 rtt=241 bytes_acked=970160 bytes_sent=1110616 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.104573] TCP: my_cca: seq=407 cwnd=3 rtt=103 bytes_acked=977400 bytes_sent=1117856 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.105249] TCP: my_cca: seq=414 cwnd=6 rtt=262 bytes_acked=996224 bytes_sent=1141024 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.105515] TCP: my_cca: seq=417 cwnd=3 rtt=105 bytes_acked=1004912 bytes_sent=1148264 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.106131] TCP: my_cca: seq=424 cwnd=6 rtt=240 bytes_acked=1023736 bytes_sent=1171432 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.106373] TCP: my_cca: seq=427 cwnd=3 rtt=106 bytes_acked=1030976 bytes_sent=1178672 phase=congestion_avoidance Destination: 192.168.88.253:58714
[261457.107003] TCP: my_cca: seq=434 cwnd=6 rtt=242 bytes_acked=1049800 bytes_sent=1201840 phase=loss_recovery Destination: 192.168.88.253:58714
[261457.107248] TCP: my_cca: seq=437 cwnd=3 rtt=105 bytes_acked=1057040 bytes_sent=1209080 phase=congestion_avoidance Destination: 192.168.88.253:58714
