line_number,timestamp,seq,cwnd,ip,port,rtt,ssthresh,phase,ca_state
134,541061.792666,1,10,192.168.88.253,42166,148,,slow_start,
135,541061.793983,62,11,192.168.88.253,42166,172,,loss_recovery,
136,541061.794200,70,5,192.168.88.253,42166,107,,congestion_avoidance,
137,541061.794879,100,9,192.168.88.253,42166,198,,congestion_avoidance,
138,541061.797412,200,11,192.168.88.253,42166,194,,congestion_avoidance,
139,541061.797938,224,11,192.168.88.253,42166,237,,loss_recovery,
140,541061.798151,232,5,192.168.88.253,42166,112,,congestion_avoidance,
141,541061.799397,282,11,192.168.88.253,42166,239,,loss_recovery,
142,541061.799607,289,5,192.168.88.253,42166,115,,congestion_avoidance,
143,541061.799808,300,7,192.168.88.253,42166,105,,congestion_avoidance,
144,541061.802641,399,11,192.168.88.253,42166,238,,loss_recovery,
145,541061.802743,400,6,192.168.88.253,42166,214,,loss_recovery,
146,541061.802920,404,5,192.168.88.253,42166,143,,congestion_avoidance,
147,541061.803575,419,9,192.168.88.253,42166,168,,loss_recovery,
148,541061.803786,424,4,192.168.88.253,42166,125,,congestion_avoidance,
149,541061.805318,456,11,192.168.88.253,42166,262,,loss_recovery,
150,541061.805540,460,5,192.168.88.253,42166,115,,congestion_avoidance,
151,541061.806383,480,10,192.168.88.253,42166,237,,loss_recovery,
152,541061.806643,484,5,192.168.88.253,42166,114,,congestion_avoidance,
153,541061.807376,500,9,192.168.88.253,42166,188,,congestion_avoidance,
154,541061.808112,515,11,192.168.88.253,42166,249,,loss_recovery,
155,541061.808535,520,6,192.168.88.253,42166,116,,congestion_avoidance,
156,541061.809152,536,10,192.168.88.253,42166,202,,loss_recovery,
157,541061.809394,540,5,192.168.88.253,42166,114,,congestion_avoidance,
158,541061.810244,559,10,192.168.88.253,42166,176,,loss_recovery,
159,541061.810419,563,5,192.168.88.253,42166,98,,congestion_avoidance,
160,541061.811396,583,10,192.168.88.253,42166,220,,loss_recovery,
161,541061.811539,587,5,192.168.88.253,42166,118,,congestion_avoidance,
162,541061.812122,600,9,192.168.88.253,42166,211,,congestion_avoidance,
163,541061.812337,605,10,192.168.88.253,42166,211,,loss_recovery,
164,541061.812549,609,5,192.168.88.253,42166,117,,congestion_avoidance,
165,541061.813471,627,10,192.168.88.253,42166,206,,loss_recovery,
166,541061.813695,632,5,192.168.88.253,42166,126,,congestion_avoidance,
167,541061.814528,652,10,192.168.88.253,42166,213,,loss_recovery,
168,541061.814782,657,5,192.168.88.253,42166,99,,congestion_avoidance,
169,541061.815829,680,11,192.168.88.253,42166,179,,loss_recovery,
