line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
54,176386.344710,1,10,7240,14480,192.168.88.253,56610,538,,slow_start,
55,176386.345321,14,45,59368,170864,192.168.88.253,56610,123,,loss_recovery,
56,176386.345734,23,11,95568,221544,192.168.88.253,56610,155,,congestion_avoidance,
57,176386.347258,54,18,231680,373584,192.168.88.253,56610,171,,loss_recovery,
58,176386.347440,58,9,244712,386616,192.168.88.253,56610,173,,congestion_avoidance,
59,176386.349698,94,18,430056,577752,192.168.88.253,56610,181,,loss_recovery,
60,176386.349944,97,9,437296,590784,192.168.88.253,56610,162,,congestion_avoidance,
61,176386.350523,100,10,466256,612504,192.168.88.253,56610,213,,congestion_avoidance,
62,176386.559075,112,18,606712,765992,192.168.88.253,56610,492,,loss_recovery,
63,176386.559223,113,9,608160,777576,192.168.88.253,56610,133,,congestion_avoidance,
64,176386.983025,150,18,971608,1235144,192.168.88.253,56610,440,,loss_recovery,
65,176386.983181,151,9,973056,1246728,192.168.88.253,56610,141,,congestion_avoidance,
66,176387.194990,169,18,1145368,1421936,192.168.88.253,56610,397,,loss_recovery,
67,176387.195158,170,9,1148264,1433520,192.168.88.253,56610,152,,congestion_avoidance,
68,176387.198930,188,18,1352432,1707192,192.168.88.253,56610,268,,loss_recovery,
69,176387.199483,190,9,1369808,1730360,192.168.88.253,56610,233,,congestion_avoidance,
70,176387.407164,200,18,1527640,1895432,192.168.88.253,56610,576,,loss_recovery,
71,176387.407321,201,9,1529088,1907016,192.168.88.253,56610,142,,congestion_avoidance,
72,176387.619032,224,18,1736152,2116976,192.168.88.253,56610,457,,loss_recovery,
73,176387.619192,225,9,1737600,2128560,192.168.88.253,56610,144,,congestion_avoidance,
74,176387.830898,244,18,1927288,2321144,192.168.88.253,56610,318,,loss_recovery,
75,176387.831041,245,9,1928736,2332728,192.168.88.253,56610,128,,congestion_avoidance,
76,176387.832463,300,16,2076432,2483320,192.168.88.253,56610,160,,congestion_avoidance,
77,176387.832918,319,18,2128560,2545584,192.168.88.253,56610,180,,loss_recovery,
78,176387.833133,327,9,2151728,2558616,192.168.88.253,56610,97,,congestion_avoidance,
79,176387.834244,363,15,2253088,2671560,192.168.88.253,56610,170,,loss_recovery,
80,176387.834478,369,7,2270464,2684592,192.168.88.253,56610,109,,congestion_avoidance,
81,176387.835431,400,13,2351552,2774368,192.168.88.253,56610,143,,congestion_avoidance,
82,176387.836085,424,16,2418160,2845320,192.168.88.253,56610,190,,loss_recovery,
83,176387.836300,430,8,2434088,2858352,192.168.88.253,56610,135,,congestion_avoidance,
84,176387.838288,497,18,2615088,3061072,192.168.88.253,56610,178,,loss_recovery,
85,176387.838415,500,9,2623776,3061072,192.168.88.253,56610,185,,loss_recovery,
86,176387.838548,505,9,2636808,3072656,192.168.88.253,56610,126,,congestion_avoidance,
87,176387.839961,551,16,2765680,3216008,192.168.88.253,56610,176,,loss_recovery,
88,176387.840188,556,8,2781608,3230488,192.168.88.253,56610,145,,congestion_avoidance,
89,176387.841412,597,15,2894552,3352120,192.168.88.253,56610,195,,loss_recovery,
90,176387.841485,600,7,2901792,3352120,192.168.88.253,56610,155,,loss_recovery,
91,176387.841634,604,7,2910480,3362256,192.168.88.253,56610,142,,congestion_avoidance,
92,176387.843162,655,16,3052384,3518640,192.168.88.253,56610,204,,loss_recovery,
93,176387.843353,661,8,3068312,3533120,192.168.88.253,56610,143,,congestion_avoidance,
94,176387.844467,700,14,3169672,3641720,192.168.88.253,56610,161,,congestion_avoidance,
95,176387.844513,702,14,3174016,3648960,192.168.88.253,56610,206,,loss_recovery,
96,176387.844762,708,7,3191392,3661992,192.168.88.253,56610,109,,congestion_avoidance,
97,176387.846657,774,17,3365152,3848784,192.168.88.253,56610,213,,loss_recovery,
98,176387.846891,781,8,3382528,3860368,192.168.88.253,56610,133,,congestion_avoidance,
99,176387.847516,800,11,3433208,3918288,192.168.88.253,56610,176,,congestion_avoidance,
100,176387.848195,828,15,3504160,3993584,192.168.88.253,56610,206,,loss_recovery,
101,176387.848420,834,7,3518640,4003720,192.168.88.253,56610,135,,congestion_avoidance,
102,176387.849936,884,16,3660544,4160104,192.168.88.253,56610,204,,loss_recovery,
103,176387.850126,891,8,3675024,4174584,192.168.88.253,56610,134,,congestion_avoidance,
104,176387.850404,900,10,3698192,4199200,192.168.88.253,56610,131,,congestion_avoidance,
105,176387.851085,926,14,3763352,4271600,192.168.88.253,56610,213,,loss_recovery,
106,176387.851304,933,7,3779280,4281736,192.168.88.253,56610,130,,congestion_avoidance,
107,176387.852189,963,13,3863264,4383096,192.168.88.253,56610,142,,loss_recovery,
108,176387.852378,968,6,3877744,4394680,192.168.88.253,56610,123,,congestion_avoidance,
109,176387.853326,1000,12,3964624,4487352,192.168.88.253,56610,148,,congestion_avoidance,
110,176387.853806,1014,15,4006616,4536584,192.168.88.253,56610,191,,loss_recovery,
111,176387.854011,1021,7,4022544,4546720,192.168.88.253,56610,127,,congestion_avoidance,
112,176387.855364,1067,15,4147072,4691520,192.168.88.253,56610,175,,loss_recovery,
113,176387.855612,1073,7,4164448,4704552,192.168.88.253,56610,119,,congestion_avoidance,
114,176387.856499,1100,12,4239744,4787088,192.168.88.253,56610,143,,congestion_avoidance,
115,176387.857310,1126,16,4320832,4873968,192.168.88.253,56610,198,,loss_recovery,
116,176387.857546,1132,8,4338208,4885552,192.168.88.253,56610,132,,congestion_avoidance,
117,176387.860022,1199,19,4561200,5133160,192.168.88.253,56610,162,,loss_recovery,
118,176387.860050,1200,12,4564096,5133160,192.168.88.253,56610,191,,loss_recovery,
119,176387.860262,1207,9,4582920,5146192,192.168.88.253,56610,131,,congestion_avoidance,
120,176387.861201,1239,14,4668352,5243208,192.168.88.253,56610,230,,loss_recovery,
121,176387.861421,1245,7,4684280,5256240,192.168.88.253,56610,143,,congestion_avoidance,
122,176387.862726,1288,15,4807360,5389456,192.168.88.253,56610,193,,loss_recovery,
123,176387.862978,1295,7,4826184,5402488,192.168.88.253,56610,124,,congestion_avoidance,
124,176387.863141,1300,8,4836320,5415520,192.168.88.253,56610,151,,congestion_avoidance,
125,176387.864456,1345,15,4962296,5551632,192.168.88.253,56610,203,,loss_recovery,
126,176387.864681,1352,7,4978224,5561768,192.168.88.253,56610,127,,congestion_avoidance,
127,176387.866137,1400,15,5111440,5708016,192.168.88.253,56610,193,,congestion_avoidance,
128,176387.866222,1403,16,5120128,5718152,192.168.88.253,56610,210,,loss_recovery,
