line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
1,690992.904071,1,10,7240,14480,192.168.88.253,45216,510,,slow_start,
2,690992.904283,3,20,23168,68056,192.168.88.253,45216,198,,loss_recovery,
3,690992.904465,6,10,33304,82536,192.168.88.253,45216,117,,congestion_avoidance,
4,690992.906360,65,19,224440,291048,192.168.88.253,45216,230,,loss_recovery,
5,690992.906558,70,9,244712,309872,192.168.88.253,45216,142,,congestion_avoidance,
6,690992.907293,100,14,317112,390960,192.168.88.253,45216,132,,congestion_avoidance,
7,690992.908269,140,19,431504,514040,192.168.88.253,45216,211,,loss_recovery,
8,690992.908450,148,9,448880,527072,192.168.88.253,45216,140,,congestion_avoidance,
9,690992.909729,200,16,580648,671872,192.168.88.253,45216,151,,congestion_avoidance,
10,690992.910871,263,21,715312,810880,192.168.88.253,45216,240,,loss_recovery,
11,690992.911027,269,10,732688,825360,192.168.88.253,45216,145,,congestion_avoidance,
12,690992.911916,300,15,826808,929616,192.168.88.253,45216,176,,congestion_avoidance,
13,690992.913071,342,20,964368,1072968,192.168.88.253,45216,218,,loss_recovery,
14,690992.913229,348,10,978848,1086000,192.168.88.253,45216,114,,congestion_avoidance,
15,690992.915094,400,19,1177224,1288720,192.168.88.253,45216,230,,congestion_avoidance,
16,690992.915107,401,19,1180120,1301752,192.168.88.253,45216,166,,loss_recovery,
17,690992.915332,405,9,1197496,1314784,192.168.88.253,45216,162,,congestion_avoidance,
18,690992.917880,458,21,1450896,1585560,192.168.88.253,45216,219,,loss_recovery,
19,690992.918151,462,10,1471168,1607280,192.168.88.253,45216,139,,congestion_avoidance,
20,690992.920030,500,19,1662304,1798416,192.168.88.253,45216,208,,congestion_avoidance,
21,690992.920104,501,19,1669544,1811448,192.168.88.253,45216,200,,loss_recovery,
22,690992.920580,505,9,1681128,1827376,192.168.88.253,45216,428,,congestion_avoidance,
23,690992.922528,545,18,1862128,2014168,192.168.88.253,45216,206,,loss_recovery,
24,690992.922708,548,9,1869368,2027200,192.168.88.253,45216,170,,congestion_avoidance,
25,690992.925201,597,19,2088016,2255984,192.168.88.253,45216,194,,loss_recovery,
26,690992.925376,600,9,2099600,2269016,192.168.88.253,45216,114,,congestion_avoidance,
27,690992.927372,645,19,2302320,2489112,192.168.88.253,45216,149,,loss_recovery,
28,690992.927667,649,9,2325488,2507936,192.168.88.253,45216,114,,congestion_avoidance,
29,690992.929811,696,19,2531104,2725136,192.168.88.253,45216,182,,loss_recovery,
30,690992.929984,699,9,2541240,2738168,192.168.88.253,45216,164,,congestion_avoidance,
31,690992.930001,700,9,2544136,2743960,192.168.88.253,45216,130,,congestion_avoidance,
32,690992.931785,737,18,2707760,2920616,192.168.88.253,45216,166,,loss_recovery,
33,690992.932035,742,9,2726584,2933648,192.168.88.253,45216,140,,congestion_avoidance,
34,690992.934017,778,18,2914824,3134920,192.168.88.253,45216,178,,loss_recovery,
35,690992.934193,781,9,2926408,3150848,192.168.88.253,45216,110,,congestion_avoidance,
36,690992.935314,800,14,3010392,3237728,192.168.88.253,45216,150,,congestion_avoidance,
37,690992.936437,825,19,3132024,3368048,192.168.88.253,45216,150,,loss_recovery,
38,690992.936675,829,9,3150848,3386872,192.168.88.253,45216,162,,congestion_avoidance,
39,690992.938445,868,18,3323160,3573664,192.168.88.253,45216,135,,loss_recovery,
40,690992.938594,871,9,3336192,3586696,192.168.88.253,45216,141,,congestion_avoidance,
41,690992.940112,900,16,3470856,3722808,192.168.88.253,45216,123,,congestion_avoidance,
42,690992.940609,912,18,3525880,3790864,192.168.88.253,45216,214,,loss_recovery,
43,690992.940832,916,9,3543256,3803896,192.168.88.253,45216,112,,congestion_avoidance,
44,690992.942879,956,19,3744528,4021096,192.168.88.253,45216,189,,loss_recovery,
45,690992.943098,960,9,3760456,4038472,192.168.88.253,45216,132,,congestion_avoidance,
46,690992.945109,1000,18,3951592,4239744,192.168.88.253,45216,212,,congestion_avoidance,
47,690992.945354,1008,20,3982000,4274496,192.168.88.253,45216,237,,loss_recovery,
48,690992.945519,1013,10,3999376,4293320,192.168.88.253,45216,157,,congestion_avoidance,
49,690992.947395,1044,18,4158656,4474320,192.168.88.253,45216,197,,loss_recovery,
50,690992.947633,1048,9,4178928,4493144,192.168.88.253,45216,122,,congestion_avoidance,
51,690992.949706,1095,19,4384544,4723376,192.168.88.253,45216,209,,loss_recovery,
52,690992.949966,1099,9,4401920,4736408,192.168.88.253,45216,138,,congestion_avoidance,
53,690992.949983,1100,9,4403368,4742200,192.168.88.253,45216,155,,congestion_avoidance,
54,690992.952073,1139,19,4595952,4949264,192.168.88.253,45216,164,,loss_recovery,
55,690992.952254,1144,9,4610432,4966640,192.168.88.253,45216,138,,congestion_avoidance,
56,690992.954126,1195,19,4803016,5173704,192.168.88.253,45216,174,,loss_recovery,
57,690992.954294,1200,9,4820392,5186736,192.168.88.253,45216,133,,congestion_avoidance,
58,690992.956148,1257,19,5018768,5401040,192.168.88.253,45216,213,,loss_recovery,
59,690992.956373,1262,9,5039040,5418416,192.168.88.253,45216,140,,congestion_avoidance,
60,690992.957653,1300,16,5167912,5558872,192.168.88.253,45216,190,,congestion_avoidance,
61,690992.958182,1318,19,5230176,5624032,192.168.88.253,45216,161,,loss_recovery,
62,690992.958315,1323,9,5243208,5637064,192.168.88.253,45216,127,,congestion_avoidance,
63,690992.960473,1394,20,5477784,5887568,192.168.88.253,45216,174,,loss_recovery,
64,690992.960666,1399,10,5492264,5902048,192.168.88.253,45216,149,,congestion_avoidance,
65,690992.960673,1400,10,5495160,5902048,192.168.88.253,45216,156,,congestion_avoidance,
66,690992.962531,1458,19,5697880,6120696,192.168.88.253,45216,227,,loss_recovery,
67,690992.962686,1463,9,5713808,6133728,192.168.88.253,45216,146,,congestion_avoidance,
68,690992.963895,1500,16,5835440,6268392,192.168.88.253,45216,130,,congestion_avoidance,
69,690992.964551,1521,19,5912184,6349480,192.168.88.253,45216,165,,loss_recovery,
70,690992.965293,1526,10,5939696,6376992,192.168.88.253,45216,124,,congestion_avoidance,
71,690992.967188,1585,19,6142416,6591296,192.168.88.253,45216,137,,loss_recovery,
72,690992.967389,1590,9,6158344,6604328,192.168.88.253,45216,138,,congestion_avoidance,
73,690992.967722,1600,10,6187304,6633288,192.168.88.253,45216,146,,congestion_avoidance,
74,690992.969981,1673,21,6442152,6906960,192.168.88.253,45216,266,,loss_recovery,
75,690992.970126,1679,10,6459528,6921440,192.168.88.253,45216,133,,congestion_avoidance,
76,690992.970870,1700,14,6533376,6999632,192.168.88.253,45216,116,,congestion_avoidance,
77,690992.972134,1738,20,6681072,7158912,192.168.88.253,45216,216,,loss_recovery,
78,690992.972387,1744,10,6701344,7177736,192.168.88.253,45216,131,,congestion_avoidance,
79,690992.974198,1800,19,6892480,7383352,192.168.88.253,45216,184,,congestion_avoidance,
80,690992.974318,1804,20,6906960,7399280,192.168.88.253,45216,221,,loss_recovery,
81,690992.974535,1810,10,6925784,7412312,192.168.88.253,45216,149,,congestion_avoidance,
82,690992.977113,1895,22,7215384,7723632,192.168.88.253,45216,167,,loss_recovery,
83,690992.977260,1900,11,7231312,7736664,192.168.88.253,45216,248,,loss_recovery,
84,690992.977333,1902,11,7237104,7742456,192.168.88.253,45216,142,,congestion_avoidance,
85,690992.979403,1967,21,7465888,7985720,192.168.88.253,45216,235,,loss_recovery,
86,690992.979572,1974,10,7486160,7998752,192.168.88.253,45216,138,,congestion_avoidance,
