line_number,timestamp,seq,cwnd,bytes_acked,bytes_sent,ip,port,rtt,ssthresh,phase,ca_state
1,374610.671503,1,10,1448,30408,192.168.88.253,48484,425,,loss_recovery,
2,374610.671723,2,5,4344,36200,192.168.88.253,48484,206,,congestion_avoidance,
3,374610.672777,26,11,68056,110048,192.168.88.253,48484,176,,loss_recovery,
4,374610.673019,30,5,81088,120184,192.168.88.253,48484,141,,congestion_avoidance,
5,374610.673823,44,10,131768,178104,192.168.88.253,48484,119,,loss_recovery,
6,374610.673999,47,5,140456,188240,192.168.88.253,48484,124,,congestion_avoidance,
7,374610.674786,63,10,191136,244712,192.168.88.253,48484,122,,loss_recovery,
8,374610.674967,66,5,199824,254848,192.168.88.253,48484,137,,congestion_avoidance,
9,374610.675793,84,10,254848,312768,192.168.88.253,48484,156,,loss_recovery,
10,374610.675973,86,5,260640,322904,192.168.88.253,48484,139,,congestion_avoidance,
11,374610.676635,100,9,298288,364896,192.168.88.253,48484,125,,congestion_avoidance,
12,374610.676862,105,10,317112,386616,192.168.88.253,48484,119,,loss_recovery,
13,374610.677036,109,5,327248,396752,192.168.88.253,48484,138,,congestion_avoidance,
14,374610.677852,124,10,376480,450328,192.168.88.253,48484,156,,loss_recovery,
15,374610.678025,127,5,383720,460464,192.168.88.253,48484,136,,congestion_avoidance,
16,374610.678834,145,10,437296,518384,192.168.88.253,48484,151,,loss_recovery,
17,374610.679005,148,5,444536,528520,192.168.88.253,48484,137,,congestion_avoidance,
18,374610.679900,166,10,502456,592232,192.168.88.253,48484,127,,loss_recovery,
19,374610.680076,169,5,511144,600920,192.168.88.253,48484,119,,congestion_avoidance,
20,374610.680922,184,10,563272,673320,192.168.88.253,48484,134,,loss_recovery,
21,374610.681097,187,5,570512,683456,192.168.88.253,48484,121,,congestion_avoidance,
22,374610.681707,200,9,605264,724000,192.168.88.253,48484,200,,congestion_avoidance,
23,374610.681886,203,10,618296,737032,192.168.88.253,48484,124,,loss_recovery,
24,374610.682061,206,5,626984,747168,192.168.88.253,48484,125,,congestion_avoidance,
25,374610.682879,222,10,676216,805088,192.168.88.253,48484,174,,loss_recovery,
26,374610.683095,226,5,687800,815224,192.168.88.253,48484,123,,congestion_avoidance,
27,374610.683916,243,10,737032,873144,192.168.88.253,48484,173,,loss_recovery,
28,374610.684138,246,5,748616,883280,192.168.88.253,48484,136,,congestion_avoidance,
29,374610.684900,262,10,797848,939752,192.168.88.253,48484,112,,loss_recovery,
30,374610.685150,266,5,807984,949888,192.168.88.253,48484,190,,congestion_avoidance,
31,374610.685987,282,10,861560,1009256,192.168.88.253,48484,114,,loss_recovery,
32,374610.686201,285,5,871696,1019392,192.168.88.253,48484,116,,congestion_avoidance,
33,374610.686995,299,10,920928,1075864,192.168.88.253,48484,121,,loss_recovery,
34,374610.687044,300,5,923824,1078760,192.168.88.253,48484,171,,loss_recovery,
35,374610.687188,302,5,929616,1086000,192.168.88.253,48484,138,,congestion_avoidance,
36,374610.688141,323,10,990432,1149712,192.168.88.253,48484,172,,loss_recovery,
37,374610.688320,325,5,996224,1159848,192.168.88.253,48484,141,,congestion_avoidance,
38,374610.689121,342,10,1045456,1213424,192.168.88.253,48484,153,,loss_recovery,
39,374610.689297,345,5,1052696,1223560,192.168.88.253,48484,141,,congestion_avoidance,
40,374610.690202,361,10,1106272,1285824,192.168.88.253,48484,170,,loss_recovery,
41,374610.690427,364,5,1117856,1295960,192.168.88.253,48484,139,,congestion_avoidance,
42,374610.691227,380,10,1167088,1349536,192.168.88.253,48484,166,,loss_recovery,
43,374610.691401,383,5,1174328,1359672,192.168.88.253,48484,138,,congestion_avoidance,
44,374610.692223,398,10,1223560,1417592,192.168.88.253,48484,154,,loss_recovery,
45,374610.692313,400,5,1229352,1421936,192.168.88.253,48484,160,,loss_recovery,
46,374610.692408,402,5,1233696,1427728,192.168.88.253,48484,134,,congestion_avoidance,
47,374610.693270,418,10,1287272,1485648,192.168.88.253,48484,128,,loss_recovery,
48,374610.693468,421,5,1295960,1495784,192.168.88.253,48484,125,,congestion_avoidance,
49,374610.694311,436,10,1348088,1550808,192.168.88.253,48484,173,,loss_recovery,
50,374610.694486,438,5,1353880,1560944,192.168.88.253,48484,134,,congestion_avoidance,
51,374610.695425,452,10,1408904,1618864,192.168.88.253,48484,163,,loss_recovery,
52,374610.695643,454,5,1414696,1629000,192.168.88.253,48484,175,,congestion_avoidance,
53,374610.696644,465,10,1466824,1684024,192.168.88.253,48484,169,,loss_recovery,
54,374610.696866,467,5,1474064,1694160,192.168.88.253,48484,125,,congestion_avoidance,
55,374610.697688,481,10,1527640,1752080,192.168.88.253,48484,111,,loss_recovery,
56,374610.697863,483,5,1533432,1762216,192.168.88.253,48484,139,,congestion_avoidance,
57,374610.698653,500,10,1584112,1827376,192.168.88.253,48484,114,,loss_recovery,
58,374610.698869,504,5,1595696,1837512,192.168.88.253,48484,114,,congestion_avoidance,
59,374610.700032,527,12,1675336,1928736,192.168.88.253,48484,175,,loss_recovery,
60,374610.700237,531,6,1688368,1940320,192.168.88.253,48484,106,,congestion_avoidance,
61,374610.701021,548,10,1740496,1995344,192.168.88.253,48484,170,,loss_recovery,
62,374610.701195,550,5,1746288,2005480,192.168.88.253,48484,132,,congestion_avoidance,
63,374610.702180,571,11,1811448,2079328,192.168.88.253,48484,118,,loss_recovery,
64,374610.702362,574,5,1821584,2086568,192.168.88.253,48484,117,,congestion_avoidance,
65,374610.703098,590,10,1867920,2141592,192.168.88.253,48484,136,,loss_recovery,
66,374610.703399,594,5,1880952,2154624,192.168.88.253,48484,111,,congestion_avoidance,
67,374610.703741,600,7,1901224,2174896,192.168.88.253,48484,156,,congestion_avoidance,
68,374610.704487,613,11,1940320,2234264,192.168.88.253,48484,128,,loss_recovery,
69,374610.704664,616,5,1949008,2244400,192.168.88.253,48484,132,,congestion_avoidance,
70,374610.705629,636,10,2011272,2312456,192.168.88.253,48484,118,,loss_recovery,
71,374610.705802,639,5,2019960,2322592,192.168.88.253,48484,135,,congestion_avoidance,
72,374610.706667,657,10,2074984,2384856,192.168.88.253,48484,162,,loss_recovery,
73,374610.706878,660,5,2086568,2394992,192.168.88.253,48484,111,,congestion_avoidance,
74,374610.707688,675,10,2135800,2460152,192.168.88.253,48484,123,,loss_recovery,
75,374610.707861,678,5,2145936,2470288,192.168.88.253,48484,116,,congestion_avoidance,
76,374610.708767,695,10,2202408,2534000,192.168.88.253,48484,123,,loss_recovery,
77,374610.708938,698,5,2212544,2544136,192.168.88.253,48484,110,,congestion_avoidance,
78,374610.709054,700,6,2218336,2551376,192.168.88.253,48484,111,,congestion_avoidance,
79,374610.709810,716,10,2264672,2602056,192.168.88.253,48484,141,,loss_recovery,
80,374610.709984,719,5,2273360,2612192,192.168.88.253,48484,119,,congestion_avoidance,
81,374610.710812,736,10,2324040,2670112,192.168.88.253,48484,167,,loss_recovery,
82,374610.710982,739,5,2334176,2680248,192.168.88.253,48484,111,,congestion_avoidance,
83,374610.711845,756,10,2386304,2738168,192.168.88.253,48484,127,,loss_recovery,
84,374610.712020,759,5,2394992,2748304,192.168.88.253,48484,133,,congestion_avoidance,
85,374610.712824,775,10,2445672,2804776,192.168.88.253,48484,120,,loss_recovery,
86,374610.712998,778,5,2454360,2814912,192.168.88.253,48484,130,,congestion_avoidance,
87,374610.713847,795,10,2507936,2874280,192.168.88.253,48484,128,,loss_recovery,
88,374610.714017,798,5,2516624,2884416,192.168.88.253,48484,131,,congestion_avoidance,
89,374610.714101,800,6,2520968,2891656,192.168.88.253,48484,125,,congestion_avoidance,
