[262735.313863] TCP: my_cca: seq=1 cwnd=10 rtt=474 bytes_acked=1448 bytes_sent=30408 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.314118] TCP: my_cca: seq=2 cwnd=5 rtt=239 bytes_acked=4344 bytes_sent=36200 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.314988] TCP: my_cca: seq=12 cwnd=8 rtt=290 bytes_acked=39096 bytes_sent=73848 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.315173] TCP: my_cca: seq=14 cwnd=4 rtt=139 bytes_acked=44888 bytes_sent=82536 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.315518] TCP: my_cca: seq=20 cwnd=6 rtt=181 bytes_acked=56472 bytes_sent=98464 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.315767] TCP: my_cca: seq=24 cwnd=3 rtt=84 bytes_acked=63712 bytes_sent=102808 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.316406] TCP: my_cca: seq=37 cwnd=6 rtt=216 bytes_acked=82536 bytes_sent=127424 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.316632] TCP: my_cca: seq=41 cwnd=3 rtt=79 bytes_acked=89776 bytes_sent=131768 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.317355] TCP: my_cca: seq=55 cwnd=6 rtt=228 bytes_acked=110048 bytes_sent=157832 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.317605] TCP: my_cca: seq=60 cwnd=3 rtt=129 bytes_acked=117288 bytes_sent=163624 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.318185] TCP: my_cca: seq=73 cwnd=6 rtt=207 bytes_acked=136112 bytes_sent=186792 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.318436] TCP: my_cca: seq=78 cwnd=3 rtt=83 bytes_acked=143352 bytes_sent=191136 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.319097] TCP: my_cca: seq=92 cwnd=6 rtt=199 bytes_acked=163624 bytes_sent=217200 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.319355] TCP: my_cca: seq=97 cwnd=3 rtt=86 bytes_acked=170864 bytes_sent=221544 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.319532] TCP: my_cca: seq=100 cwnd=4 rtt=102 bytes_acked=175208 bytes_sent=227336 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.319970] TCP: my_cca: seq=110 cwnd=6 rtt=195 bytes_acked=189688 bytes_sent=246160 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.320229] TCP: my_cca: seq=115 cwnd=3 rtt=88 bytes_acked=196928 bytes_sent=250504 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.320841] TCP: my_cca: seq=128 cwnd=6 rtt=197 bytes_acked=215752 bytes_sent=275120 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.321098] TCP: my_cca: seq=133 cwnd=3 rtt=85 bytes_acked=222992 bytes_sent=279464 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.322064] TCP: my_cca: seq=145 cwnd=7 rtt=287 bytes_acked=251952 bytes_sent=314216 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.322401] TCP: my_cca: seq=148 cwnd=3 rtt=103 bytes_acked=260640 bytes_sent=321456 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.323030] TCP: my_cca: seq=155 cwnd=6 rtt=242 bytes_acked=279464 bytes_sent=344624 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.323291] TCP: my_cca: seq=158 cwnd=3 rtt=106 bytes_acked=286704 bytes_sent=351864 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.324061] TCP: my_cca: seq=166 cwnd=7 rtt=255 bytes_acked=309872 bytes_sent=379376 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.324316] TCP: my_cca: seq=169 cwnd=3 rtt=106 bytes_acked=317112 bytes_sent=386616 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.326121] TCP: my_cca: seq=183 cwnd=8 rtt=337 bytes_acked=370688 bytes_sent=448880 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.326603] TCP: my_cca: seq=186 cwnd=4 rtt=116 bytes_acked=382272 bytes_sent=457568 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.328197] TCP: my_cca: seq=200 cwnd=8 rtt=344 bytes_acked=432952 bytes_sent=515488 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.328741] TCP: my_cca: seq=203 cwnd=4 rtt=139 bytes_acked=444536 bytes_sent=524176 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.330362] TCP: my_cca: seq=216 cwnd=8 rtt=429 bytes_acked=495216 bytes_sent=586440 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.330761] TCP: my_cca: seq=219 cwnd=4 rtt=157 bytes_acked=508248 bytes_sent=592232 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.331981] TCP: my_cca: seq=228 cwnd=8 rtt=392 bytes_acked=544448 bytes_sent=631328 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.332229] TCP: my_cca: seq=230 cwnd=4 rtt=184 bytes_acked=550240 bytes_sent=640016 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.333476] TCP: my_cca: seq=240 cwnd=8 rtt=370 bytes_acked=589336 bytes_sent=682008 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.333732] TCP: my_cca: seq=242 cwnd=4 rtt=199 bytes_acked=595128 bytes_sent=690696 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.335526] TCP: my_cca: seq=256 cwnd=8 rtt=350 bytes_acked=651600 bytes_sent=754408 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.336019] TCP: my_cca: seq=259 cwnd=4 rtt=121 bytes_acked=663184 bytes_sent=763096 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.337799] TCP: my_cca: seq=273 cwnd=8 rtt=378 bytes_acked=719656 bytes_sent=825360 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.338200] TCP: my_cca: seq=275 cwnd=5 rtt=150 bytes_acked=728344 bytes_sent=834048 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.339756] TCP: my_cca: seq=287 cwnd=8 rtt=422 bytes_acked=776128 bytes_sent=886176 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.340116] TCP: my_cca: seq=290 cwnd=4 rtt=119 bytes_acked=787712 bytes_sent=894864 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.341345] TCP: my_cca: seq=300 cwnd=8 rtt=245 bytes_acked=825360 bytes_sent=936856 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.341456] TCP: my_cca: seq=301 cwnd=8 rtt=355 bytes_acked=826808 bytes_sent=941200 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.341826] TCP: my_cca: seq=304 cwnd=4 rtt=139 bytes_acked=838392 bytes_sent=949888 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.343135] TCP: my_cca: seq=314 cwnd=8 rtt=376 bytes_acked=877488 bytes_sent=991880 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.343395] TCP: my_cca: seq=316 cwnd=4 rtt=199 bytes_acked=883280 bytes_sent=1000568 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.344810] TCP: my_cca: seq=327 cwnd=8 rtt=356 bytes_acked=928168 bytes_sent=1048352 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.345111] TCP: my_cca: seq=329 cwnd=4 rtt=242 bytes_acked=933960 bytes_sent=1057040 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.346641] TCP: my_cca: seq=342 cwnd=8 rtt=347 bytes_acked=983192 bytes_sent=1112064 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.347058] TCP: my_cca: seq=344 cwnd=5 rtt=163 bytes_acked=994776 bytes_sent=1119304 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.348253] TCP: my_cca: seq=353 cwnd=8 rtt=369 bytes_acked=1030976 bytes_sent=1159848 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.348545] TCP: my_cca: seq=355 cwnd=4 rtt=222 bytes_acked=1036768 bytes_sent=1168536 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.349842] TCP: my_cca: seq=366 cwnd=8 rtt=354 bytes_acked=1077312 bytes_sent=1216320 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.350188] TCP: my_cca: seq=369 cwnd=4 rtt=120 bytes_acked=1088896 bytes_sent=1225008 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.351506] TCP: my_cca: seq=379 cwnd=8 rtt=399 bytes_acked=1127992 bytes_sent=1267000 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.351762] TCP: my_cca: seq=381 cwnd=4 rtt=196 bytes_acked=1133784 bytes_sent=1275688 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.353059] TCP: my_cca: seq=392 cwnd=8 rtt=348 bytes_acked=1172880 bytes_sent=1322024 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.353447] TCP: my_cca: seq=395 cwnd=4 rtt=148 bytes_acked=1184464 bytes_sent=1330712 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.354008] TCP: my_cca: seq=400 cwnd=6 rtt=229 bytes_acked=1200392 bytes_sent=1348088 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.355387] TCP: my_cca: seq=410 cwnd=8 rtt=346 bytes_acked=1245280 bytes_sent=1398768 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.355774] TCP: my_cca: seq=412 cwnd=5 rtt=142 bytes_acked=1255416 bytes_sent=1406008 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.356848] TCP: my_cca: seq=421 cwnd=8 rtt=328 bytes_acked=1288720 bytes_sent=1443656 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.357218] TCP: my_cca: seq=423 cwnd=5 rtt=147 bytes_acked=1298856 bytes_sent=1450896 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.358744] TCP: my_cca: seq=433 cwnd=8 rtt=386 bytes_acked=1343744 bytes_sent=1498680 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.359011] TCP: my_cca: seq=435 cwnd=4 rtt=194 bytes_acked=1349536 bytes_sent=1507368 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.360183] TCP: my_cca: seq=445 cwnd=8 rtt=352 bytes_acked=1385736 bytes_sent=1550808 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.360564] TCP: my_cca: seq=448 cwnd=4 rtt=153 bytes_acked=1397320 bytes_sent=1559496 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.361929] TCP: my_cca: seq=459 cwnd=8 rtt=301 bytes_acked=1440760 bytes_sent=1607280 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.362288] TCP: my_cca: seq=462 cwnd=4 rtt=237 bytes_acked=1448000 bytes_sent=1615968 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.363453] TCP: my_cca: seq=472 cwnd=8 rtt=359 bytes_acked=1484200 bytes_sent=1659408 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.363818] TCP: my_cca: seq=475 cwnd=4 rtt=140 bytes_acked=1495784 bytes_sent=1668096 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.365251] TCP: my_cca: seq=486 cwnd=8 rtt=358 bytes_acked=1537776 bytes_sent=1715880 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.365592] TCP: my_cca: seq=489 cwnd=4 rtt=221 bytes_acked=1546464 bytes_sent=1724568 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.367009] TCP: my_cca: seq=500 cwnd=8 rtt=388 bytes_acked=1591352 bytes_sent=1772352 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.367266] TCP: my_cca: seq=502 cwnd=4 rtt=193 bytes_acked=1597144 bytes_sent=1781040 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.368672] TCP: my_cca: seq=514 cwnd=8 rtt=361 bytes_acked=1642032 bytes_sent=1828824 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.368931] TCP: my_cca: seq=516 cwnd=4 rtt=196 bytes_acked=1647824 bytes_sent=1837512 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.370339] TCP: my_cca: seq=528 cwnd=8 rtt=353 bytes_acked=1692712 bytes_sent=1889640 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.370826] TCP: my_cca: seq=531 cwnd=4 rtt=116 bytes_acked=1704296 bytes_sent=1898328 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.372432] TCP: my_cca: seq=544 cwnd=8 rtt=459 bytes_acked=1752080 bytes_sent=1953352 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.372852] TCP: my_cca: seq=547 cwnd=4 rtt=173 bytes_acked=1763664 bytes_sent=1962040 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.374520] TCP: my_cca: seq=559 cwnd=8 rtt=374 bytes_acked=1815792 bytes_sent=2017064 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.374777] TCP: my_cca: seq=561 cwnd=4 rtt=187 bytes_acked=1821584 bytes_sent=2025752 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.376989] TCP: my_cca: seq=578 cwnd=8 rtt=360 bytes_acked=1889640 bytes_sent=2096704 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.377235] TCP: my_cca: seq=580 cwnd=4 rtt=170 bytes_acked=1895432 bytes_sent=2105392 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.378578] TCP: my_cca: seq=591 cwnd=8 rtt=363 bytes_acked=1937424 bytes_sent=2148832 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.378804] TCP: my_cca: seq=593 cwnd=4 rtt=166 bytes_acked=1941768 bytes_sent=2157520 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.379588] TCP: my_cca: seq=600 cwnd=7 rtt=213 bytes_acked=1967832 bytes_sent=2183584 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.380704] TCP: my_cca: seq=607 cwnd=8 rtt=448 bytes_acked=1999688 bytes_sent=2221232 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.381063] TCP: my_cca: seq=610 cwnd=4 rtt=120 bytes_acked=2011272 bytes_sent=2229920 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.382349] TCP: my_cca: seq=620 cwnd=8 rtt=340 bytes_acked=2050368 bytes_sent=2271912 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.382588] TCP: my_cca: seq=622 cwnd=4 rtt=173 bytes_acked=2056160 bytes_sent=2280600 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.383851] TCP: my_cca: seq=632 cwnd=8 rtt=341 bytes_acked=2095256 bytes_sent=2322592 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.384088] TCP: my_cca: seq=634 cwnd=4 rtt=175 bytes_acked=2101048 bytes_sent=2329832 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.385260] TCP: my_cca: seq=643 cwnd=8 rtt=341 bytes_acked=2137248 bytes_sent=2370376 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.385506] TCP: my_cca: seq=645 cwnd=4 rtt=184 bytes_acked=2143040 bytes_sent=2379064 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.387709] TCP: my_cca: seq=661 cwnd=8 rtt=414 bytes_acked=2209648 bytes_sent=2452912 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.388075] TCP: my_cca: seq=665 cwnd=4 rtt=121 bytes_acked=2221232 bytes_sent=2461600 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.389576] TCP: my_cca: seq=677 cwnd=8 rtt=369 bytes_acked=2266120 bytes_sent=2509384 phase=loss_recovery Destination: 192.168.88.253:36544
[262735.389831] TCP: my_cca: seq=679 cwnd=4 rtt=187 bytes_acked=2271912 bytes_sent=2518072 phase=congestion_avoidance Destination: 192.168.88.253:36544
[262735.391077] TCP: my_cca: seq=689 cwnd=8 rtt=349 bytes_acked=2311008 bytes_sent=2560064 phase=loss_recovery Destination: 192.168.88.253:36544
