[130631.886931] TCP: my_cca: seq=1 cwnd=10 rtt=248 phase=slow_start Destination: 192.168.88.253:60200
[130631.891888] TCP: my_cca: seq=100 cwnd=7 rtt=156 phase=slow_start Destination: 192.168.88.253:60200
[130631.895454] TCP: my_cca: seq=200 cwnd=7 rtt=105 phase=slow_start Destination: 192.168.88.253:60200
[130631.909443] TCP: my_cca: seq=300 cwnd=7 rtt=191 phase=slow_start Destination: 192.168.88.253:60200
[130631.926752] TCP: my_cca: seq=400 cwnd=7 rtt=148 phase=slow_start Destination: 192.168.88.253:60200
[130631.938409] TCP: my_cca: seq=500 cwnd=7 rtt=152 phase=slow_start Destination: 192.168.88.253:60200
[130631.946093] TCP: my_cca: seq=600 cwnd=7 rtt=143 phase=slow_start Destination: 192.168.88.253:60200
[130631.953652] TCP: my_cca: seq=700 cwnd=7 rtt=136 phase=slow_start Destination: 192.168.88.253:60200
[130631.961062] TCP: my_cca: seq=800 cwnd=7 rtt=142 phase=slow_start Destination: 192.168.88.253:60200
[130631.966967] TCP: my_cca: seq=900 cwnd=7 rtt=122 phase=slow_start Destination: 192.168.88.253:60200
[130631.970765] TCP: my_cca: seq=1000 cwnd=7 rtt=133 phase=slow_start Destination: 192.168.88.253:60200
[130631.974792] TCP: my_cca: seq=1100 cwnd=7 rtt=157 phase=slow_start Destination: 192.168.88.253:60200
[130631.978621] TCP: my_cca: seq=1200 cwnd=7 rtt=183 phase=slow_start Destination: 192.168.88.253:60200
[130631.982485] TCP: my_cca: seq=1300 cwnd=7 rtt=146 phase=slow_start Destination: 192.168.88.253:60200
[130631.986287] TCP: my_cca: seq=1400 cwnd=7 rtt=158 phase=slow_start Destination: 192.168.88.253:60200
[130631.990176] TCP: my_cca: seq=1500 cwnd=7 rtt=147 phase=slow_start Destination: 192.168.88.253:60200
[130631.994065] TCP: my_cca: seq=1600 cwnd=7 rtt=160 phase=slow_start Destination: 192.168.88.253:60200
[130631.997915] TCP: my_cca: seq=1700 cwnd=7 rtt=177 phase=slow_start Destination: 192.168.88.253:60200
[130632.001708] TCP: my_cca: seq=1800 cwnd=7 rtt=181 phase=slow_start Destination: 192.168.88.253:60200
[130632.005656] TCP: my_cca: seq=1900 cwnd=7 rtt=173 phase=slow_start Destination: 192.168.88.253:60200
[130632.009535] TCP: my_cca: seq=2000 cwnd=7 rtt=122 phase=slow_start Destination: 192.168.88.253:60200
[130632.013437] TCP: my_cca: seq=2100 cwnd=7 rtt=160 phase=slow_start Destination: 192.168.88.253:60200
[130632.017357] TCP: my_cca: seq=2200 cwnd=7 rtt=155 phase=slow_start Destination: 192.168.88.253:60200
[130632.021162] TCP: my_cca: seq=2300 cwnd=7 rtt=144 phase=slow_start Destination: 192.168.88.253:60200
