[177985.434954] TCP: my_cca: seq=432100 cwnd=6 rtt=257 bytes_acked=1073741830 bytes_sent=1235484877 phase=congestion_avoidance Destination: 192.168.88.253:46126
[178168.389754] TCP: my_cca: seq=1 cwnd=10 rtt=535 bytes_acked=4344 bytes_sent=10220 phase=slow_start Destination: 192.168.88.253:46340
[178168.392510] TCP: my_cca: seq=37 cwnd=16 rtt=169 bytes_acked=136196 bytes_sent=143436 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.392793] TCP: my_cca: seq=40 cwnd=8 rtt=152 bytes_acked=143436 bytes_sent=155020 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.392842] TCP: my_cca: seq=41 cwnd=8 rtt=166 bytes_acked=144884 bytes_sent=160812 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.393149] TCP: my_cca: seq=45 cwnd=4 rtt=140 bytes_acked=153572 bytes_sent=169500 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.393524] TCP: my_cca: seq=51 cwnd=6 rtt=158 bytes_acked=166604 bytes_sent=185428 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.393885] TCP: my_cca: seq=55 cwnd=3 rtt=116 bytes_acked=175292 bytes_sent=191220 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.394401] TCP: my_cca: seq=63 cwnd=6 rtt=129 bytes_acked=192668 bytes_sent=214388 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.394760] TCP: my_cca: seq=67 cwnd=3 rtt=121 bytes_acked=201356 bytes_sent=221628 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.395438] TCP: my_cca: seq=74 cwnd=6 rtt=212 bytes_acked=221628 bytes_sent=253484 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.395621] TCP: my_cca: seq=77 cwnd=3 rtt=305 bytes_acked=227420 bytes_sent=254932 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.396313] TCP: my_cca: seq=85 cwnd=6 rtt=214 bytes_acked=247692 bytes_sent=279548 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.396565] TCP: my_cca: seq=88 cwnd=3 rtt=107 bytes_acked=254932 bytes_sent=286788 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.397168] TCP: my_cca: seq=94 cwnd=6 rtt=274 bytes_acked=272308 bytes_sent=308508 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.397425] TCP: my_cca: seq=97 cwnd=3 rtt=109 bytes_acked=280996 bytes_sent=315748 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.397653] TCP: my_cca: seq=100 cwnd=5 rtt=114 bytes_acked=288236 bytes_sent=325884 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.398053] TCP: my_cca: seq=104 cwnd=6 rtt=195 bytes_acked=299820 bytes_sent=338916 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.398260] TCP: my_cca: seq=107 cwnd=3 rtt=121 bytes_acked=305612 bytes_sent=346156 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.398821] TCP: my_cca: seq=114 cwnd=6 rtt=233 bytes_acked=322988 bytes_sent=367876 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.399194] TCP: my_cca: seq=118 cwnd=3 rtt=108 bytes_acked=333124 bytes_sent=375116 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.399783] TCP: my_cca: seq=125 cwnd=6 rtt=253 bytes_acked=350500 bytes_sent=396836 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.400026] TCP: my_cca: seq=128 cwnd=3 rtt=104 bytes_acked=359188 bytes_sent=404076 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.400659] TCP: my_cca: seq=134 cwnd=6 rtt=285 bytes_acked=376564 bytes_sent=425796 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.400911] TCP: my_cca: seq=137 cwnd=3 rtt=103 bytes_acked=385252 bytes_sent=433036 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.401528] TCP: my_cca: seq=143 cwnd=6 rtt=271 bytes_acked=402628 bytes_sent=454756 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.401744] TCP: my_cca: seq=146 cwnd=3 rtt=125 bytes_acked=409868 bytes_sent=461996 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.402413] TCP: my_cca: seq=154 cwnd=6 rtt=199 bytes_acked=430140 bytes_sent=489508 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.402616] TCP: my_cca: seq=157 cwnd=3 rtt=116 bytes_acked=435932 bytes_sent=496748 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.403105] TCP: my_cca: seq=163 cwnd=6 rtt=221 bytes_acked=451860 bytes_sent=515572 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.403323] TCP: my_cca: seq=165 cwnd=3 rtt=102 bytes_acked=457652 bytes_sent=521364 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.403806] TCP: my_cca: seq=171 cwnd=6 rtt=206 bytes_acked=472132 bytes_sent=540188 phase=loss_recovery Destination: 192.168.88.253:46340
[178168.404058] TCP: my_cca: seq=174 cwnd=3 rtt=108 bytes_acked=480820 bytes_sent=547428 phase=congestion_avoidance Destination: 192.168.88.253:46340
[178168.404737] TCP: my_cca: seq=181 cwnd=6 rtt=201 bytes_acked=499644 bytes_sent=574940 phase=loss_recovery Destination: 192.168.88.253:46340
